===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MacdCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
223,,223,2015-11-18 00:00:00,44.1085394418475,45.446911872855516,43.675252478172595,45.42765426635742,3378000.0,,MacdCross,223,735920.0,Broker,223,457.16541383723234,9630.198060855813,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,,224,2015-11-19 00:00:00,45.302488542356855,45.456545744730974,44.840316935234505,45.15806198120117,2928500.0,,MacdCross,224,735921.0,Broker,224,457.16541383723234,9575.760320825859,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,,225,2015-11-20 00:00:00,45.25432849638531,45.80315729281966,45.119528956631186,45.562442779541016,3679400.0,,MacdCross,225,735922.0,Broker,225,457.16541383723234,9657.415390296304,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,,226,2015-11-23 00:00:00,45.47579246796308,45.668364843085286,44.87882141079556,45.2158203125,3265300.0,,MacdCross,226,735925.0,Broker,226,457.16541383723234,9587.423239970549,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,,227,2015-11-24 00:00:00,44.83067513616391,45.244704419265375,44.58032996949166,45.18693161010742,1713500.0,,MacdCross,227,735926.0,Broker,227,457.16541383723234,9581.589854680096,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,,228,2015-11-25 00:00:00,45.06176081247042,45.47579011197895,44.92696125877226,45.22544860839844,2196800.0,,MacdCross,228,735927.0,Broker,228,457.16541383723234,9589.367444971618,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,,229,2015-11-27 00:00:00,45.38913281652197,45.47579019734951,45.167675881743214,45.331363677978516,1155100.0,,MacdCross,229,735929.0,Broker,229,457.16541383723234,9610.75447027063,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,,230,2015-11-30 00:00:00,45.33136796621753,45.495052104924596,44.734393209372115,44.96548080444336,3481900.0,,MacdCross,230,735932.0,Broker,230,457.16541383723234,9536.87313965549,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,,231,2015-12-01 00:00:00,45.07139309284372,45.37950741909627,44.49367597636082,45.26396179199219,2956900.0,,MacdCross,231,735933.0,Broker,231,457.16541383723234,9597.144264975897,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,,232,2015-12-02 00:00:00,45.32173709883926,45.42765209300514,44.358878858076984,44.647735595703125,2335100.0,,MacdCross,232,735934.0,Broker,232,457.16541383723234,9472.71206375846,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,,233,2015-12-03 00:00:00,44.75365971140936,44.81143253991473,43.27085683689251,43.521202087402344,2465300.0,,MacdCross,233,735935.0,Broker,233,457.16541383723234,9245.235456909833,BuySell,233,,,Trades - Net Profit/Loss,233,,
234,,234,2015-12-04 00:00:00,43.67525517644442,44.77291310355926,43.49230973991655,44.734397888183594,2237600.0,,MacdCross,234,735936.0,Broker,234,457.16541383723234,9490.211449342572,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,,235,2015-12-07 00:00:00,44.744016765352804,45.09064626657889,43.66561305642453,44.20481491088867,2108700.0,,MacdCross,235,735939.0,Broker,235,457.16541383723234,9383.274782273033,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,,236,2015-12-08 00:00:00,43.76189761238799,44.48404112522274,43.713755446134705,44.23369598388672,1335200.0,,MacdCross,236,735940.0,Broker,236,457.16541383723234,9389.106626989,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,,237,2015-12-09 00:00:00,43.91596754215968,44.464796477962416,43.299738819364535,43.53082275390625,1768000.0,,MacdCross,237,735941.0,Broker,237,457.16541383723234,9247.178121336417,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,,238,2015-12-10 00:00:00,43.48266733112102,44.76327023999917,43.47304036720236,44.387752532958984,2472300.0,,MacdCross,238,735942.0,Broker,238,457.16541383723234,9420.21467729336,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,,239,2015-12-11 00:00:00,43.704132406493166,44.291476486716405,43.646363266151525,44.12779235839844,4233700.0,,MacdCross,239,735943.0,Broker,239,457.16541383723234,9367.721912551717,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,,240,2015-12-14 00:00:00,44.14704901817796,44.90770791246072,43.858192279580614,44.85956573486328,3895900.0,,MacdCross,240,735946.0,Broker,240,457.16541383723234,9515.486114356481,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,,241,2015-12-15 00:00:00,45.302475350649225,45.88019244608578,45.1291605893195,45.22544860839844,4154100.0,,MacdCross,241,735947.0,Broker,241,457.16541383723234,9589.367444971618,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,,242,2015-12-16 00:00:00,45.65872942279683,45.783902004470086,44.44552983069439,45.34098815917969,3441900.0,,MacdCross,242,735948.0,Broker,242,457.16541383723234,9612.697904984456,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,,243,2015-12-17 00:00:00,45.514302312379456,45.80315900450615,44.76327417824763,44.99435806274414,2642300.0,,MacdCross,243,735949.0,Broker,243,457.16541383723234,9542.704214084215,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,,244,2015-12-18 00:00:00,44.86919403076172,45.85130990950536,44.763282706114026,44.86919403076172,5439700.0,,MacdCross,244,735950.0,Broker,244,457.16541383723234,9517.43031935755,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,,245,2015-12-21 00:00:00,45.09066225926169,45.61060302250042,44.83069004113561,45.58171844482422,2467100.0,,MacdCross,245,735953.0,Broker,245,457.16541383723234,9661.30765173466,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,,246,2015-12-22 00:00:00,45.73577130746587,46.660114435525195,45.62985630201912,45.947601318359375,2404600.0,,MacdCross,246,735954.0,Broker,246,457.16541383723234,9735.188982349797,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,,247,2015-12-23 00:00:00,46.06313364486832,46.313475145579574,45.84167671304351,46.197933197021484,2368400.0,,MacdCross,247,735955.0,Broker,247,457.16541383723234,9785.73754209037,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,,248,2015-12-24 00:00:00,46.0823969086432,46.65048342893118,45.86093994961741,46.342369079589844,965300.0,,MacdCross,248,735956.0,Broker,248,457.16541383723234,9814.902927968145,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,,249,2015-12-28 00:00:00,46.178679787550955,46.409767378667716,45.8224232712164,46.12091064453125,928300.0,,MacdCross,249,735960.0,Broker,249,457.16541383723234,9770.184672369054,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,,250,2015-12-29 00:00:00,46.5734579846761,46.81417257539927,46.17868620281062,46.53494644165039,1483800.0,,MacdCross,250,735961.0,Broker,250,457.16541383723234,9853.789338851271,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,,251,2015-12-30 00:00:00,46.53493656183646,46.84305087870545,46.2268185719551,46.467533111572266,1453700.0,,MacdCross,251,735962.0,Broker,251,457.16541383723234,9840.17682269481,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,,252,2015-12-31 00:00:00,46.14979024507463,46.60233473938451,46.03424829846803,46.140159606933594,1768500.0,,MacdCross,252,735963.0,Broker,252,457.16541383723234,9774.071541796708,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,,253,2016-01-04 00:00:00,45.196563950800396,45.947595867132556,45.01362220955947,45.51430892944336,2871700.0,,MacdCross,253,735967.0,Broker,253,457.16541383723234,9647.695905865441,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,,254,2016-01-05 00:00:00,45.74539278552592,46.313479286834436,45.52393583389889,46.22682189941406,3116700.0,,MacdCross,254,735968.0,Broker,254,457.16541383723234,9791.570927380822,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,,255,2016-01-06 00:00:00,45.514310316196024,46.55419532532118,45.50467967672469,46.236454010009766,4670500.0,,MacdCross,255,735969.0,Broker,255,457.16541383723234,9793.515902669134,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,,256,2016-01-07 00:00:00,45.24471018301285,46.21719538647774,44.57070868235751,44.83068084716797,4324400.0,,MacdCross,256,735970.0,Broker,256,457.16541383723234,9509.653499353271,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,,257,2016-01-08 00:00:00,45.196576757989504,45.80317864264495,43.954492081999,44.17594909667969,4946100.0,,MacdCross,257,735971.0,Broker,257,457.16541383723234,9377.446018706038,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,,258,2016-01-11 00:00:00,44.387766239871546,44.61885384840892,42.20208112722913,42.924224853515625,4306900.0,,MacdCross,258,735974.0,Broker,258,457.16541383723234,9124.690125120049,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,,259,2016-01-12 00:00:00,42.24058976016133,43.37676277181756,41.64361868263416,43.29973602294922,7774900.0,,MacdCross,259,735975.0,Broker,259,8986.646302887502,8986.646302887502,BuySell,259,,44.02741421339482,Trades - Net Profit/Loss,259,270.2218114368155,
260,,260,2016-01-13 00:00:00,43.56934802104972,43.6463784656805,41.431800931724425,41.64363098144531,4197600.0,,MacdCross,260,735976.0,Broker,260,8986.646302887502,8986.646302887502,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,,261,2016-01-14 00:00:00,41.73028486094575,42.750916127782205,41.075540829090436,42.490943908691406,4794900.0,,MacdCross,261,735977.0,Broker,261,8986.646302887502,8986.646302887502,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,,262,2016-01-15 00:00:00,41.40290026026646,42.22132821481098,41.1814433275428,41.7687873840332,4529100.0,,MacdCross,262,735978.0,Broker,262,8986.646302887502,8986.646302887502,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,,263,2016-01-19 00:00:00,42.5648881631537,43.15352129395843,41.233226627978546,41.6771125793457,4595000.0,,MacdCross,263,735982.0,Broker,263,8986.646302887502,8986.646302887502,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,,264,2016-01-20 00:00:00,41.07883338123225,42.72893363908244,40.92443810004873,42.256099700927734,5212900.0,,MacdCross,264,735983.0,Broker,264,8986.646302887502,8986.646302887502,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,,265,2016-01-21 00:00:00,42.25610129871782,42.381544938684435,41.47447308756725,41.57097244262695,3777400.0,,MacdCross,265,735984.0,Broker,265,8986.646302887502,8986.646302887502,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,,266,2016-01-22 00:00:00,42.06311164802745,42.28505467143227,41.590273950461025,41.87976837158203,3397500.0,,MacdCross,266,735985.0,Broker,266,8986.646302887502,8986.646302887502,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,,267,2016-01-25 00:00:00,41.73501923375626,42.23680487783323,41.55167596577738,41.686771392822266,2364200.0,,MacdCross,267,735988.0,Broker,267,8986.646302887502,8986.646302887502,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,,268,2016-01-26 00:00:00,41.78326428125393,42.51664466628765,41.63852076812884,42.33329772949219,3797500.0,,MacdCross,268,735989.0,Broker,268,8986.646302887502,8986.646302887502,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,,269,2016-01-27 00:00:00,42.140305059385405,42.80613777272995,41.30078085677084,41.63852310180664,3242500.0,,MacdCross,269,735990.0,Broker,269,8986.646302887502,8986.646302887502,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,,270,2016-01-28 00:00:00,41.87975598187968,42.053451110736546,41.21392342757058,41.33937072753906,5660400.0,,MacdCross,270,735991.0,Broker,270,8986.646302887502,8986.646302887502,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,,271,2016-01-29 00:00:00,41.68675841981699,41.84115367140222,41.11742523939523,41.54201126098633,7032600.0,,MacdCross,271,735992.0,Broker,271,8986.646302887502,8986.646302887502,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,,272,2016-02-01 00:00:00,41.49376941646319,41.870107666384904,41.02093181971944,41.455169677734375,4702400.0,,MacdCross,272,735995.0,Broker,272,8986.646302887502,8986.646302887502,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,,273,2016-02-02 00:00:00,40.94373861266165,41.040234284512486,39.92086755810275,40.258609771728516,3441500.0,,MacdCross,273,735996.0,Broker,273,8986.646302887502,8986.646302887502,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,,274,2016-02-03 00:00:00,40.37440595437368,40.52880124042759,39.03309621657899,39.862972259521484,5145100.0,,MacdCross,274,735997.0,Broker,274,8986.646302887502,8986.646302887502,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,,275,2016-02-04 00:00:00,39.70858444007327,40.48056101550146,39.496289501427505,40.084922790527344,3949800.0,,MacdCross,275,735998.0,Broker,275,8986.646302887502,8986.646302887502,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,,276,2016-02-05 00:00:00,39.87262797226234,40.05597125914424,39.187498989568496,39.47698974609375,4058100.0,,MacdCross,276,735999.0,Broker,276,8986.646302887502,8986.646302887502,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,,277,2016-02-08 00:00:00,38.984854323728655,39.2839931654623,38.203225998305385,38.78220748901367,4314300.0,,MacdCross,277,736002.0,Broker,277,8986.646302887502,8986.646302887502,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,,278,2016-02-09 00:00:00,38.19357713924589,39.52523527749823,38.010230182025666,38.463768005371094,6277600.0,,MacdCross,278,736003.0,Broker,278,8986.646302887502,8986.646302887502,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,,279,2016-02-10 00:00:00,38.762892395172585,39.06203480052438,37.87512063385465,37.95232009887695,6629200.0,,MacdCross,279,736004.0,Broker,279,8986.646302887502,8986.646302887502,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,,280,2016-02-11 00:00:00,37.61458727828009,38.145320848017185,36.91980664527211,37.98127746582031,8058200.0,,MacdCross,280,736005.0,Broker,280,8986.646302887502,8986.646302887502,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,,281,2016-02-12 00:00:00,38.415512708797905,39.062041779034466,37.83652766091309,39.0137939453125,6734700.0,,MacdCross,281,736006.0,Broker,281,8986.646302887502,8986.646302887502,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,,282,2016-02-16 00:00:00,40.200708324026806,40.4033514343033,38.33831322998376,39.0137939453125,5614300.0,,MacdCross,282,736010.0,Broker,282,8986.646302887502,8986.646302887502,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,,283,2016-02-17 00:00:00,39.351547597387516,40.52881433457396,39.05240870461568,40.335819244384766,7226900.0,,MacdCross,283,736011.0,Broker,283,8986.646302887502,8986.646302887502,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,,284,2016-02-18 00:00:00,40.10421354799577,40.88583804245681,40.07526190226007,40.548099517822266,5350400.0,,MacdCross,284,736012.0,Broker,284,498.3530264739966,9080.597385824543,BuySell,284,39.474132973726164,,Trades - Net Profit/Loss,284,,
285,,285,2016-02-19 00:00:00,40.59634862454037,40.75074390936407,39.949819519676744,40.3647575378418,3844500.0,,MacdCross,285,736013.0,Broker,285,498.3530264739966,9041.791974665188,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,,286,2016-02-22 00:00:00,40.64460607822859,41.32973876775761,40.32616733840016,41.2718391418457,3476600.0,,MacdCross,286,736016.0,Broker,286,498.3530264739966,9233.781144860735,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,,287,2016-02-23 00:00:00,41.08849201557874,41.68677336989834,40.80864937138549,40.88584518432617,2499000.0,,MacdCross,287,736017.0,Broker,287,498.3530264739966,9152.08324769519,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,,288,2016-02-24 00:00:00,40.47090710668087,40.934093027548414,39.80507803563523,40.88584518432617,3086800.0,,MacdCross,288,736018.0,Broker,288,498.3530264739966,9152.08324769519,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,,289,2016-02-25 00:00:00,40.88584421370565,41.41657783869974,40.326162619680346,41.397281646728516,4135900.0,,MacdCross,289,736019.0,Broker,289,498.3530264739966,9260.331790704942,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,,290,2016-02-26 00:00:00,41.48412708592843,41.82186564404514,40.74109857699746,40.87619400024414,2654300.0,,MacdCross,290,736020.0,Broker,290,498.3530264739966,9150.040517674941,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,,291,2016-02-29 00:00:00,40.62530618159357,40.69285390458459,39.612086655653556,39.62173843383789,3550500.0,,MacdCross,291,736023.0,Broker,291,498.3530264739966,8884.527600007521,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,,292,2016-03-01 00:00:00,40.03666803987898,40.66389728876973,39.44803485229721,40.62529754638672,5280700.0,,MacdCross,292,736024.0,Broker,292,498.3530264739966,9096.936803777018,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,,293,2016-03-02 00:00:00,40.441953020674674,40.70249575196064,40.055962971123485,40.258609771728516,2507700.0,,MacdCross,293,736025.0,Broker,293,498.3530264739966,9019.325174055139,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,,294,2016-03-03 00:00:00,40.25861050355947,40.38405414303111,39.27433917227814,39.641029357910156,4473700.0,,MacdCross,294,736026.0,Broker,294,498.3530264739966,8888.610637838507,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,,295,2016-03-04 00:00:00,39.641028859213876,39.872619945381885,39.19713919542296,39.37083435058594,3557900.0,,MacdCross,295,736027.0,Broker,295,498.3530264739966,8831.422271303258,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,,296,2016-03-07 00:00:00,39.17784317365665,39.97877132126817,39.04274774660755,39.75682830810547,3540500.0,,MacdCross,296,736030.0,Broker,296,498.3530264739966,8913.120168468804,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,,297,2016-03-08 00:00:00,39.409426206452004,39.698916846774154,38.753245458482745,38.82079315185547,3266300.0,,MacdCross,297,736031.0,Broker,297,498.3530264739966,8715.002808212512,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,,298,2016-03-09 00:00:00,39.12959508311821,39.177842923745935,38.444466175411385,39.042747497558594,4083700.0,,MacdCross,298,736032.0,Broker,298,498.3530264739966,8761.9807542592,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,,299,2016-03-10 00:00:00,38.521652945726984,39.18748550581546,37.97161959326381,38.51200485229492,7999500.0,,MacdCross,299,736033.0,Broker,299,498.3530264739966,8649.645943805781,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,,300,2016-03-11 00:00:00,38.791857710300725,40.4419582055913,38.61816253384126,40.403358459472656,5890900.0,,MacdCross,300,736034.0,Broker,300,498.3530264739966,9049.962087343012,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,,301,2016-03-14 00:00:00,40.1717628316293,40.24895863411926,39.631377489903635,39.862972259521484,3338500.0,,MacdCross,301,736037.0,Broker,301,498.3530264739966,8935.586161675685,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,,302,2016-03-15 00:00:00,39.62173058960964,39.650678556281925,38.569911521318915,39.29364013671875,7034600.0,,MacdCross,302,736038.0,Broker,302,498.3530264739966,8815.083660753953,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,,303,2016-03-16 00:00:00,39.42873758472895,39.42873758472895,38.695357155320124,39.042747497558594,5147400.0,,MacdCross,303,736039.0,Broker,303,498.3530264739966,8761.9807542592,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,,304,2016-03-17 00:00:00,39.07169513583984,39.24538660805427,38.13567166323869,38.32866668701172,7288100.0,,MacdCross,304,736040.0,Broker,304,498.3530264739966,8610.841340049596,BuySell,304,,,Trades - Net Profit/Loss,304,,
305,,305,2016-03-18 00:00:00,38.521658311634035,39.602428980243126,38.405862768952325,39.428733825683594,5812800.0,,MacdCross,305,736041.0,Broker,305,498.3530264739966,8843.677036618406,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,,306,2016-03-21 00:00:00,39.47697680225119,40.5577436567482,39.44802884041262,40.162105560302734,5461700.0,,MacdCross,306,736044.0,Broker,306,498.3530264739966,8998.899488658997,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,,307,2016-03-22 00:00:00,40.13315870765562,41.38762073000153,40.13315870765562,41.252525329589844,7592600.0,,MacdCross,307,736045.0,Broker,307,498.3530264739966,9229.69326261073,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,,308,2016-03-23 00:00:00,41.30077666045112,41.339376401288916,40.67354743666946,41.14638137817383,5261500.0,,MacdCross,308,736046.0,Broker,308,498.3530264739966,9207.22726940385,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,,309,2016-03-24 00:00:00,40.78935359460594,41.55168210973584,40.65425814758542,40.99199676513672,4796600.0,,MacdCross,309,736047.0,Broker,309,498.3530264739966,9174.550855708409,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,,310,2016-03-28 00:00:00,41.00163036063944,41.14637384065508,40.49984486489081,40.70248794555664,2038300.0,,MacdCross,310,736051.0,Broker,310,498.3530264739966,9113.274606923154,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,,311,2016-03-29 00:00:00,40.5287950820129,41.628861788124354,40.39369968737793,41.609561920166016,2763500.0,,MacdCross,311,736052.0,Broker,311,498.3530264739966,9305.262162312361,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,,312,2016-03-30 00:00:00,41.7253698155141,42.82543675066941,41.71571803898863,42.47804641723633,5311700.0,,MacdCross,312,736053.0,Broker,312,498.3530264739966,9489.082027233257,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2016-03-31 00:00:00,41.87976357920948,42.989478569247,41.735016385212646,42.77718734741211,6326700.0,,MacdCross,313,736054.0,Broker,313,498.3530264739966,9552.39696902291,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2016-04-01 00:00:00,42.4780503132765,43.481621661668726,42.429802469446486,43.4140739440918,4549300.0,,MacdCross,314,736055.0,Broker,314,498.3530264739966,9687.197772683208,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2016-04-04 00:00:00,43.52021202224585,44.42728756405331,43.45266431352496,44.1570930480957,5400600.0,,MacdCross,315,736058.0,Broker,315,498.3530264739966,9844.462147340877,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2016-04-05 00:00:00,43.765469315286836,44.461695397925894,43.523724557562964,44.33598709106445,6004300.0,,MacdCross,316,736059.0,Broker,316,498.3530264739966,9882.326126403943,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2016-04-06 00:00:00,44.28763477701218,46.02819613373229,44.19093835836792,45.7090950012207,6180800.0,,MacdCross,317,736060.0,Broker,317,498.3530264739966,10172.952512272866,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2016-04-07 00:00:00,45.40933582864032,45.68009247411425,45.283631206571684,45.63174057006836,5865600.0,,MacdCross,318,736061.0,Broker,318,498.3530264739966,10156.579990790418,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2016-04-08 00:00:00,45.79612484790976,45.89282126992055,45.00320238347867,45.389991760253906,4872700.0,,MacdCross,319,736062.0,Broker,319,498.3530264739966,10105.412429694295,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2016-04-11 00:00:00,45.448014918760926,45.486694965689665,44.945185374884204,45.128910064697266,3962100.0,,MacdCross,320,736065.0,Broker,320,498.3530264739966,10050.152949332318,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2016-04-12 00:00:00,45.29329889515841,45.5640518490367,45.06122229988249,45.45768356323242,3634800.0,,MacdCross,321,736066.0,Broker,321,498.3530264739966,10119.739798946986,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2016-04-13 00:00:00,45.593062115526806,45.93150329589844,45.399665574429214,45.93150329589844,3295700.0,,MacdCross,322,736067.0,Broker,322,498.3530264739966,10220.02653929679,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2016-04-14 00:00:00,45.70909685150275,46.37631102011325,45.56404852893295,46.09588623046875,3065300.0,,MacdCross,323,736068.0,Broker,323,498.3530264739966,10254.819156700954,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2016-04-15 00:00:00,46.17325304549377,46.550374312631476,45.99919650854827,46.521366119384766,3189400.0,,MacdCross,324,736069.0,Broker,324,498.3530264739966,10344.874484079777,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2016-04-18 00:00:00,46.395645951799594,47.16922831358553,46.19258127346798,46.966163635253906,3033300.0,,MacdCross,325,736072.0,Broker,325,498.3530264739966,10439.018501111777,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2016-04-19 00:00:00,47.08220561969148,47.47866685740673,46.76310447164364,46.95650100708008,2426200.0,,MacdCross,326,736073.0,Broker,326,498.3530264739966,10436.973348882018,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2016-04-20 00:00:00,46.95649693793296,47.111213415128304,46.30861915367438,46.869468688964844,2702100.0,,MacdCross,327,736074.0,Broker,327,498.3530264739966,10418.552445557132,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2016-04-21 00:00:00,46.82112933443018,47.21759433271936,46.45367990812223,46.84046936035156,2998900.0,,MacdCross,328,736075.0,Broker,328,498.3530264739966,10412.414566658346,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2016-04-22 00:00:00,46.93716663263925,47.33362791806091,46.589053564711435,47.03386306762695,2117600.0,,MacdCross,329,736076.0,Broker,329,498.3530264739966,10453.347485170807,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2016-04-25 00:00:00,46.74375362749314,46.763093645432555,45.651066590669565,45.7574348449707,5239600.0,,MacdCross,330,736079.0,Broker,330,498.3530264739966,10183.183925243848,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2016-04-26 00:00:00,45.834800007238854,46.18290930261626,45.39965877710253,46.037864685058594,3360100.0,,MacdCross,331,736080.0,Broker,331,498.3530264739966,10242.538554484363,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2016-04-27 00:00:00,46.03785911025839,46.231255598981576,45.77677440379177,45.8928108215332,2490100.0,,MacdCross,332,736081.0,Broker,332,498.3530264739966,10211.837048942887,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2016-04-28 00:00:00,45.67042061781212,46.06688188535468,45.41900768494246,45.63174057006836,1888600.0,,MacdCross,333,736082.0,Broker,333,498.3530264739966,10156.579990790418,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2016-04-29 00:00:00,45.6027285639574,45.747776886497,45.080559029293305,45.477020263671875,3342300.0,,MacdCross,334,736083.0,Broker,334,498.3530264739966,10123.832525616013,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2016-05-02 00:00:00,45.64140209378664,46.5116808386078,45.32229730524013,46.443992614746094,3705400.0,,MacdCross,335,736086.0,Broker,335,498.3530264739966,10328.49792558148,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2016-05-03 00:00:00,46.30861912482325,46.7727685561201,46.047534378081565,46.560035705566406,4474600.0,,MacdCross,336,736087.0,Broker,336,498.3530264739966,10353.05913001466,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2016-05-04 00:00:00,46.327963301083045,46.45367160273042,44.529381788021034,45.496360778808594,5430400.0,,MacdCross,337,736088.0,Broker,337,498.3530264739966,10127.926059688209,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2016-05-05 00:00:00,45.757445436208684,46.685744379781426,45.47702064427563,46.64706802368164,3536200.0,,MacdCross,338,736089.0,Broker,338,498.3530264739966,10371.480033339547,BuySell,338,,,Trades - Net Profit/Loss,338,,
