===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,KDJ_MACDStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
238,,238,2015-12-10 00:00:00,43.48268227877687,44.76328562787667,43.473055311548826,44.38776779174805,2472300.0,,KDJ_MACDStrategy,238,735942.0,Broker,238,10502.09862614732,10502.09862614732,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,,239,2015-12-11 00:00:00,43.704132406493166,44.291476486716405,43.646363266151525,44.12779235839844,4233700.0,,KDJ_MACDStrategy,239,735943.0,Broker,239,10502.09862614732,10502.09862614732,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,,240,2015-12-14 00:00:00,44.14705277228535,44.90771173125183,43.85819600912466,44.85956954956055,3895900.0,,KDJ_MACDStrategy,240,735946.0,Broker,240,10502.09862614732,10502.09862614732,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,,241,2015-12-15 00:00:00,45.30248681423229,45.8802040558575,45.12917200904605,45.225460052490234,4154100.0,,KDJ_MACDStrategy,241,735947.0,Broker,241,10502.09862614732,10502.09862614732,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,,242,2015-12-16 00:00:00,45.65873710565674,45.78390970839242,44.445537309412785,45.34099578857422,3441900.0,,KDJ_MACDStrategy,242,735948.0,Broker,242,10502.09862614732,10502.09862614732,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,,243,2015-12-17 00:00:00,45.514313888716494,45.80317065431246,44.76328556356439,44.99436950683594,2642300.0,,KDJ_MACDStrategy,243,735949.0,Broker,243,10502.09862614732,10502.09862614732,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,,244,2015-12-18 00:00:00,44.86918640136719,45.851302113115416,44.763275094728264,44.86918640136719,5439700.0,,KDJ_MACDStrategy,244,735950.0,Broker,244,10502.09862614732,10502.09862614732,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,,245,2015-12-21 00:00:00,45.09065471205935,45.61059538827123,44.830682537447,45.58171081542969,2467100.0,,KDJ_MACDStrategy,245,735953.0,Broker,245,10502.09862614732,10502.09862614732,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,,246,2015-12-22 00:00:00,45.735763713244765,46.660106687821035,45.62984872538473,45.947593688964844,2404600.0,,KDJ_MACDStrategy,246,735954.0,Broker,246,10502.09862614732,10502.09862614732,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,,247,2015-12-23 00:00:00,46.063137448434794,46.313478969817474,45.84168049832365,46.19793701171875,2368400.0,,KDJ_MACDStrategy,247,735955.0,Broker,247,10502.09862614732,10502.09862614732,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,,248,2015-12-24 00:00:00,46.0823969086432,46.65048342893118,45.86093994961741,46.342369079589844,965300.0,,KDJ_MACDStrategy,248,735956.0,Broker,248,10502.09862614732,10502.09862614732,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,,249,2015-12-28 00:00:00,46.17868360702635,46.409771217256555,45.82242706122554,46.120914459228516,928300.0,,KDJ_MACDStrategy,249,735960.0,Broker,249,10502.09862614732,10502.09862614732,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,,250,2015-12-29 00:00:00,46.57344653111336,46.814161062638874,46.178674846332,46.534934997558594,1483800.0,,KDJ_MACDStrategy,250,735961.0,Broker,250,10502.09862614732,10502.09862614732,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,,251,2015-12-30 00:00:00,46.53493274160579,46.8430470331805,46.22681477701901,46.467529296875,1453700.0,,KDJ_MACDStrategy,251,735962.0,Broker,251,10502.09862614732,10502.09862614732,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,,252,2015-12-31 00:00:00,46.14979406056811,46.602338592292696,46.034252104408935,46.14016342163086,1768500.0,,KDJ_MACDStrategy,252,735963.0,Broker,252,10502.09862614732,10502.09862614732,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,,253,2016-01-04 00:00:00,45.19657152693251,45.947603569157366,45.01362975502574,45.51431655883789,2871700.0,,KDJ_MACDStrategy,253,735967.0,Broker,253,10502.09862614732,10502.09862614732,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,,254,2016-01-05 00:00:00,45.745396560495024,46.313483108682775,45.52393959059308,46.22682571411133,3116700.0,,KDJ_MACDStrategy,254,735968.0,Broker,254,10502.09862614732,10502.09862614732,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,,255,2016-01-06 00:00:00,45.514310316196024,46.55419532532118,45.50467967672469,46.236454010009766,4670500.0,,KDJ_MACDStrategy,255,735969.0,Broker,255,10502.09862614732,10502.09862614732,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,,256,2016-01-07 00:00:00,45.24471018301285,46.21719538647774,44.57070868235751,44.83068084716797,4324400.0,,KDJ_MACDStrategy,256,735970.0,Broker,256,10502.09862614732,10502.09862614732,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,,257,2016-01-08 00:00:00,45.196568952327766,45.80317073222021,43.95448449085114,44.175941467285156,4946100.0,,KDJ_MACDStrategy,257,735971.0,Broker,257,10502.09862614732,10502.09862614732,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,,258,2016-01-11 00:00:00,44.387766239871546,44.61885384840892,42.20208112722913,42.924224853515625,4306900.0,,KDJ_MACDStrategy,258,735974.0,Broker,258,10502.09862614732,10502.09862614732,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,,259,2016-01-12 00:00:00,42.240586038774616,43.376758950334256,41.643615013840474,43.29973220825195,7774900.0,,KDJ_MACDStrategy,259,735975.0,Broker,259,10502.09862614732,10502.09862614732,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,,260,2016-01-13 00:00:00,43.56934003885082,43.6463704693691,41.431793341138594,41.64362335205078,4197600.0,,KDJ_MACDStrategy,260,735976.0,Broker,260,10502.09862614732,10502.09862614732,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,,261,2016-01-14 00:00:00,41.73027736813016,42.750908451708774,41.07553345383638,42.490936279296875,4794900.0,,KDJ_MACDStrategy,261,735977.0,Broker,261,10502.09862614732,10502.09862614732,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,,262,2016-01-15 00:00:00,41.40290026026646,42.22132821481098,41.1814433275428,41.7687873840332,4529100.0,,KDJ_MACDStrategy,262,735978.0,Broker,262,10502.09862614732,10502.09862614732,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,,263,2016-01-19 00:00:00,42.56489985101923,43.15353314345635,41.233237950183984,41.6771240234375,4595000.0,,KDJ_MACDStrategy,263,735982.0,Broker,263,10502.09862614732,10502.09862614732,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,,264,2016-01-20 00:00:00,41.078844506488565,42.72894521123042,40.92444918349064,42.25611114501953,5212900.0,,KDJ_MACDStrategy,264,735983.0,Broker,264,10502.09862614732,10502.09862614732,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,,265,2016-01-21 00:00:00,42.25610905385198,42.38155271684087,41.474480699251544,41.570980072021484,3777400.0,,KDJ_MACDStrategy,265,735984.0,Broker,265,10502.09862614732,10502.09862614732,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,,266,2016-01-22 00:00:00,42.06310781663002,42.28505081981874,41.59027016213291,41.879764556884766,3397500.0,,KDJ_MACDStrategy,266,735985.0,Broker,266,10502.09862614732,10502.09862614732,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,,267,2016-01-25 00:00:00,41.7350154146439,42.23680101280317,41.5516721634425,41.686767578125,2364200.0,,KDJ_MACDStrategy,267,735988.0,Broker,267,10502.09862614732,10502.09862614732,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,,268,2016-01-26 00:00:00,41.78326051612074,42.5166408350688,41.63851701603864,42.33329391479492,3797500.0,,KDJ_MACDStrategy,268,735989.0,Broker,268,10502.09862614732,10502.09862614732,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,,269,2016-01-27 00:00:00,42.14030119871758,42.806133851062114,41.3007770730157,41.638519287109375,3242500.0,,KDJ_MACDStrategy,269,735990.0,Broker,269,10502.09862614732,10502.09862614732,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,,270,2016-01-28 00:00:00,41.8797637110051,42.053458871918295,41.213931033813154,41.339378356933594,5660400.0,,KDJ_MACDStrategy,270,735991.0,Broker,270,10502.09862614732,10502.09862614732,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,,271,2016-01-29 00:00:00,41.68676990378408,41.84116519790248,41.11743656652107,41.542022705078125,7032600.0,,KDJ_MACDStrategy,271,735992.0,Broker,271,10502.09862614732,10502.09862614732,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,,272,2016-02-01 00:00:00,41.493777052961605,41.87011537214447,41.020939369196995,41.455177307128906,4702400.0,,KDJ_MACDStrategy,272,735995.0,Broker,272,10502.09862614732,10502.09862614732,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,,273,2016-02-02 00:00:00,40.94373861266165,41.040234284512486,39.92086755810275,40.258609771728516,3441500.0,,KDJ_MACDStrategy,273,735996.0,Broker,273,10502.09862614732,10502.09862614732,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,,274,2016-02-03 00:00:00,40.37440981801272,40.528805118841525,39.03309995186105,39.86297607421875,5145100.0,,KDJ_MACDStrategy,274,735997.0,Broker,274,10502.09862614732,10502.09862614732,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,,275,2016-02-04 00:00:00,39.70856932454174,40.48054560610813,39.49627446670851,40.08490753173828,3949800.0,,KDJ_MACDStrategy,275,735998.0,Broker,275,10502.09862614732,10502.09862614732,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,,276,2016-02-05 00:00:00,39.872624119334205,40.055967388499475,39.187495202844985,39.476985931396484,4058100.0,,KDJ_MACDStrategy,276,735999.0,Broker,276,10502.09862614732,10502.09862614732,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,,277,2016-02-08 00:00:00,38.98484281983859,39.28398157330051,38.203214725063,38.782196044921875,4314300.0,,KDJ_MACDStrategy,277,736002.0,Broker,277,10502.09862614732,10502.09862614732,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,,278,2016-02-09 00:00:00,38.193580927146606,39.52523919746798,38.0102339517427,38.46377182006836,6277600.0,,KDJ_MACDStrategy,278,736003.0,Broker,278,10502.09862614732,10502.09862614732,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,,279,2016-02-10 00:00:00,38.76290408368326,39.06204657923806,37.875132054667816,37.95233154296875,6629200.0,,KDJ_MACDStrategy,279,736004.0,Broker,279,10502.09862614732,10502.09862614732,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,,280,2016-02-11 00:00:00,37.61458727828009,38.145320848017185,36.91980664527211,37.98127746582031,8058200.0,,KDJ_MACDStrategy,280,736005.0,Broker,280,10502.09862614732,10502.09862614732,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,,281,2016-02-12 00:00:00,38.415520221194754,39.062049417864166,37.836535060085744,39.01380157470703,6734700.0,,KDJ_MACDStrategy,281,736006.0,Broker,281,10502.09862614732,10502.09862614732,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,,282,2016-02-16 00:00:00,40.20071618552996,40.4033593354346,38.33832072728376,39.01380157470703,5614300.0,,KDJ_MACDStrategy,282,736010.0,Broker,282,10502.09862614732,10502.09862614732,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,,283,2016-02-17 00:00:00,39.351536432553594,40.52880283572553,39.05239762465354,40.33580780029297,7226900.0,,KDJ_MACDStrategy,283,736011.0,Broker,283,10502.09862614732,10502.09862614732,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,,284,2016-02-18 00:00:00,40.104221093870194,40.88584573539909,40.07526944268705,40.5481071472168,5350400.0,,KDJ_MACDStrategy,284,736012.0,Broker,284,10502.09862614732,10502.09862614732,BuySell,284,,,Trades - Net Profit/Loss,284,,
285,,285,2016-02-19 00:00:00,40.59634862454037,40.75074390936407,39.949819519676744,40.3647575378418,3844500.0,,KDJ_MACDStrategy,285,736013.0,Broker,285,10502.09862614732,10502.09862614732,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,,286,2016-02-22 00:00:00,40.644594808059566,41.32972730761107,40.326156156529656,41.271827697753906,3476600.0,,KDJ_MACDStrategy,286,736016.0,Broker,286,10502.09862614732,10502.09862614732,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,,287,2016-02-23 00:00:00,41.08849584918319,41.686777259323144,40.80865317888029,40.88584899902344,2499000.0,,KDJ_MACDStrategy,287,736017.0,Broker,287,10502.09862614732,10502.09862614732,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,,288,2016-02-24 00:00:00,40.470910882663915,40.93409684674725,39.805081749495656,40.88584899902344,3086800.0,,KDJ_MACDStrategy,288,736018.0,Broker,288,10502.09862614732,10502.09862614732,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,,289,2016-02-25 00:00:00,40.885847981274736,41.41658165517512,40.32616633567561,41.39728546142578,4135900.0,,KDJ_MACDStrategy,289,736019.0,Broker,289,10502.09862614732,10502.09862614732,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,,290,2016-02-26 00:00:00,41.48411934306538,41.8218578381444,40.741090972818,40.87618637084961,2654300.0,,KDJ_MACDStrategy,290,736020.0,Broker,290,10502.09862614732,10502.09862614732,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,,291,2016-02-29 00:00:00,40.625298358956286,40.69284606894059,39.61207902811754,39.62173080444336,3550500.0,,KDJ_MACDStrategy,291,736023.0,Broker,291,10502.09862614732,10502.09862614732,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,,292,2016-03-01 00:00:00,40.03667555872942,40.66390492541326,39.44804226060286,40.62530517578125,5280700.0,,KDJ_MACDStrategy,292,736024.0,Broker,292,10502.09862614732,10502.09862614732,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,,293,2016-03-02 00:00:00,40.441953020674674,40.70249575196064,40.055962971123485,40.258609771728516,2507700.0,,KDJ_MACDStrategy,293,736025.0,Broker,293,10502.09862614732,10502.09862614732,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,,294,2016-03-03 00:00:00,40.25861050355947,40.38405414303111,39.27433917227814,39.641029357910156,4473700.0,,KDJ_MACDStrategy,294,736026.0,Broker,294,10502.09862614732,10502.09862614732,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,,295,2016-03-04 00:00:00,39.641040381844284,39.87263153532988,39.19715058902603,39.370845794677734,3557900.0,,KDJ_MACDStrategy,295,736027.0,Broker,295,10502.09862614732,10502.09862614732,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,,296,2016-03-07 00:00:00,39.17785069194308,39.978778993253904,39.042755238968965,39.7568359375,3540500.0,,KDJ_MACDStrategy,296,736030.0,Broker,296,10502.09862614732,10502.09862614732,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,,297,2016-03-08 00:00:00,39.409433951529735,39.69892464874507,38.75325307460222,38.82080078125,3266300.0,,KDJ_MACDStrategy,297,736031.0,Broker,297,10502.09862614732,10502.09862614732,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,,298,2016-03-09 00:00:00,39.129591259935445,39.17783909584909,38.4444624191696,39.04274368286133,4083700.0,,KDJ_MACDStrategy,298,736032.0,Broker,298,10502.09862614732,10502.09862614732,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,,299,2016-03-10 00:00:00,38.521656761379916,39.18748938742054,37.97162335443475,38.51200866699219,7999500.0,,KDJ_MACDStrategy,299,736033.0,Broker,299,10502.09862614732,10502.09862614732,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,,300,2016-03-11 00:00:00,38.79184306011329,40.44194293222459,38.618147949251785,40.403343200683594,5890900.0,,KDJ_MACDStrategy,300,736034.0,Broker,300,10502.09862614732,10502.09862614732,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,,301,2016-03-14 00:00:00,40.171766675876356,40.24896248575359,39.631381282438376,39.86297607421875,3338500.0,,KDJ_MACDStrategy,301,736037.0,Broker,301,10502.09862614732,10502.09862614732,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,,302,2016-03-15 00:00:00,39.62172289651189,39.65067085756353,38.56990403244614,39.29363250732422,7034600.0,,KDJ_MACDStrategy,302,736038.0,Broker,302,10502.09862614732,10502.09862614732,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,,303,2016-03-16 00:00:00,39.42873373231828,39.42873373231828,38.69535337456487,39.04274368286133,5147400.0,,KDJ_MACDStrategy,303,736039.0,Broker,303,10502.09862614732,10502.09862614732,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,,304,2016-03-17 00:00:00,39.07169902448773,39.24539051398897,38.135675458727945,38.328670501708984,7288100.0,,KDJ_MACDStrategy,304,736040.0,Broker,304,10502.09862614732,10502.09862614732,BuySell,304,,,Trades - Net Profit/Loss,304,,
305,,305,2016-03-18 00:00:00,38.521650857757116,39.60242131723888,38.40585533748165,39.42872619628906,5812800.0,,KDJ_MACDStrategy,305,736041.0,Broker,305,10502.09862614732,10502.09862614732,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,,306,2016-03-21 00:00:00,39.476988051117246,40.55775521357608,39.44804008103003,40.16211700439453,5461700.0,,KDJ_MACDStrategy,306,736044.0,Broker,306,10502.09862614732,10502.09862614732,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,,307,2016-03-22 00:00:00,40.13316984121771,41.38763221157088,40.13316984121771,41.25253677368164,7592600.0,,KDJ_MACDStrategy,307,736045.0,Broker,307,10502.09862614732,10502.09862614732,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,,308,2016-03-23 00:00:00,41.3007728314398,41.339372568699,40.67354366580881,41.14637756347656,5261500.0,,KDJ_MACDStrategy,308,736046.0,Broker,308,10502.09862614732,10502.09862614732,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,,309,2016-03-24 00:00:00,40.78934979876656,41.5516782429545,40.654254364317964,40.99199295043945,4796600.0,,KDJ_MACDStrategy,309,736047.0,Broker,309,10502.09862614732,10502.09862614732,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,,310,2016-03-28 00:00:00,41.001634203372774,41.146377696953984,40.49984866059607,40.702491760253906,2038300.0,,KDJ_MACDStrategy,310,736051.0,Broker,310,10502.09862614732,10502.09862614732,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,,311,2016-03-29 00:00:00,40.528802513241516,41.628869421057644,40.3937070938359,41.60956954956055,2763500.0,,KDJ_MACDStrategy,311,736052.0,Broker,311,10502.09862614732,10502.09862614732,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,,312,2016-03-30 00:00:00,41.72536606841018,42.82543290477511,41.71571429275148,42.47804260253906,5311700.0,,KDJ_MACDStrategy,312,736053.0,Broker,312,10502.09862614732,10502.09862614732,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2016-03-31 00:00:00,41.87976357920948,42.989478569247,41.735016385212646,42.77718734741211,6326700.0,,KDJ_MACDStrategy,313,736054.0,Broker,313,10502.09862614732,10502.09862614732,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2016-04-01 00:00:00,42.4780503132765,43.481621661668726,42.429802469446486,43.4140739440918,4549300.0,,KDJ_MACDStrategy,314,736055.0,Broker,314,10502.09862614732,10502.09862614732,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2016-04-04 00:00:00,43.520215781923454,44.427291402092465,43.45266806736717,44.15709686279297,5400600.0,,KDJ_MACDStrategy,315,736058.0,Broker,315,10502.09862614732,10502.09862614732,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2016-04-05 00:00:00,43.765469315286836,44.461695397925894,43.523724557562964,44.33598709106445,6004300.0,,KDJ_MACDStrategy,316,736059.0,Broker,316,10502.09862614732,10502.09862614732,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2016-04-06 00:00:00,44.287638473080094,46.02819997506045,44.19094204636594,45.70909881591797,6180800.0,,KDJ_MACDStrategy,317,736060.0,Broker,317,10502.09862614732,10502.09862614732,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2016-04-07 00:00:00,45.40933203253553,45.68008865537489,45.28362742097547,45.631736755371094,5865600.0,,KDJ_MACDStrategy,318,736061.0,Broker,318,10502.09862614732,10502.09862614732,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2016-04-08 00:00:00,45.79611715025019,45.89281355600773,45.003194819097786,45.389984130859375,4872700.0,,KDJ_MACDStrategy,319,736062.0,Broker,319,10502.09862614732,10502.09862614732,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2016-04-11 00:00:00,45.44801107709007,45.48669112074923,44.94518157571698,45.12890625,3962100.0,,KDJ_MACDStrategy,320,736065.0,Broker,320,10502.09862614732,10502.09862614732,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2016-04-12 00:00:00,45.2932912933534,45.56404420178984,45.06121473702807,45.45767593383789,3634800.0,,KDJ_MACDStrategy,321,736066.0,Broker,321,10502.09862614732,10502.09862614732,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2016-04-13 00:00:00,45.593058328937715,45.93149948120117,45.39966180390206,45.93149948120117,3295700.0,,KDJ_MACDStrategy,322,736067.0,Broker,322,10502.09862614732,10502.09862614732,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2016-04-14 00:00:00,45.709089286126265,46.37630334430522,45.56404098756362,46.09587860107422,3065300.0,,KDJ_MACDStrategy,323,736068.0,Broker,323,10502.09862614732,10502.09862614732,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2016-04-15 00:00:00,46.17325304549377,46.550374312631476,45.99919650854827,46.521366119384766,3189400.0,,KDJ_MACDStrategy,324,736069.0,Broker,324,10502.09862614732,10502.09862614732,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2016-04-18 00:00:00,46.39565348851668,47.1692359759668,46.19258877719832,46.96617126464844,3033300.0,,KDJ_MACDStrategy,325,736072.0,Broker,325,10502.09862614732,10502.09862614732,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2016-04-19 00:00:00,47.082201794782094,47.47866300028925,46.76310067265771,46.95649719238281,2426200.0,,KDJ_MACDStrategy,326,736073.0,Broker,326,10502.09862614732,10502.09862614732,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2016-04-20 00:00:00,46.956489294372005,47.11120574638265,46.30861161557472,46.86946105957031,2702100.0,,KDJ_MACDStrategy,327,736074.0,Broker,327,10502.09862614732,10502.09862614732,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2016-04-21 00:00:00,46.82111789506355,47.217582796488166,46.45366855853107,46.840457916259766,2998900.0,,KDJ_MACDStrategy,328,736075.0,Broker,328,10502.09862614732,10502.09862614732,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2016-04-22 00:00:00,46.937159018929904,47.33362024004132,46.58904600746975,47.03385543823242,2117600.0,,KDJ_MACDStrategy,329,736076.0,Broker,329,10502.09862614732,10502.09862614732,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2016-04-25 00:00:00,46.74376531826667,46.76310534104309,45.6510780081583,45.7574462890625,5239600.0,,KDJ_MACDStrategy,330,736079.0,Broker,330,10502.09862614732,10502.09862614732,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2016-04-26 00:00:00,45.834803805110184,46.18291312933192,45.39966253891806,46.03786849975586,3360100.0,,KDJ_MACDStrategy,331,736080.0,Broker,331,10502.09862614732,10502.09862614732,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2016-04-27 00:00:00,46.0378667637663,46.23126328464045,45.776782013895975,45.892818450927734,2490100.0,,KDJ_MACDStrategy,332,736081.0,Broker,332,10502.09862614732,10502.09862614732,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2016-04-28 00:00:00,45.6704167998813,46.06687803428071,45.41900388802912,45.631736755371094,1888600.0,,KDJ_MACDStrategy,333,736082.0,Broker,333,10502.09862614732,10502.09862614732,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2016-04-29 00:00:00,45.60272473871549,45.74777304908817,45.08055524785195,45.47701644897461,3342300.0,,KDJ_MACDStrategy,334,736083.0,Broker,334,10502.09862614732,10502.09862614732,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2016-05-02 00:00:00,45.64140209378664,46.5116808386078,45.32229730524013,46.443992614746094,3705400.0,,KDJ_MACDStrategy,335,736086.0,Broker,335,10502.09862614732,10502.09862614732,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2016-05-03 00:00:00,46.30861912482325,46.7727685561201,46.047534378081565,46.560035705566406,4474600.0,,KDJ_MACDStrategy,336,736087.0,Broker,336,10502.09862614732,10502.09862614732,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2016-05-04 00:00:00,46.32795553223507,46.45366381280212,44.529374320781535,45.49635314941406,5430400.0,,KDJ_MACDStrategy,337,736088.0,Broker,337,10502.09862614732,10502.09862614732,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2016-05-05 00:00:00,45.757441694262845,46.68574056192129,45.47701692526234,46.647064208984375,3536200.0,,KDJ_MACDStrategy,338,736089.0,Broker,338,10502.09862614732,10502.09862614732,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,,339,2016-05-06 00:00:00,45.7477709895288,46.1539003383176,45.31262976673253,45.77677917480469,3499600.0,,KDJ_MACDStrategy,339,736090.0,Broker,339,10502.09862614732,10502.09862614732,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2016-05-09 00:00:00,45.815463041672544,46.44399713712352,45.56404645250663,45.93149948120117,6012400.0,,KDJ_MACDStrategy,340,736093.0,Broker,340,10502.09862614732,10502.09862614732,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,,341,2016-05-10 00:00:00,44.761444910390836,45.099885979914276,44.616396629891646,45.02252960205078,12371400.0,,KDJ_MACDStrategy,341,736094.0,Broker,341,10502.09862614732,10502.09862614732,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,,342,2016-05-11 00:00:00,44.964518961699106,45.302960102047145,44.471361344516005,44.48102951049805,5596500.0,,KDJ_MACDStrategy,342,736095.0,Broker,342,10502.09862614732,10502.09862614732,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2016-05-12 00:00:00,44.33598903024104,44.8871668068604,44.05556790245276,44.722782135009766,6171400.0,,KDJ_MACDStrategy,343,736096.0,Broker,343,10502.09862614732,10502.09862614732,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2016-05-13 00:00:00,44.81947044096715,45.06121516543565,44.51003748874601,44.858150482177734,3167500.0,,KDJ_MACDStrategy,344,736097.0,Broker,344,10502.09862614732,10502.09862614732,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2016-05-16 00:00:00,44.616403488764,45.389985829976695,44.55838711863028,45.22560119628906,3694300.0,,KDJ_MACDStrategy,345,736100.0,Broker,345,10502.09862614732,10502.09862614732,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2016-05-17 00:00:00,45.16758035545072,45.370645024866285,44.70343095875878,44.964515686035156,2562600.0,,KDJ_MACDStrategy,346,736101.0,Broker,346,10502.09862614732,10502.09862614732,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,,347,2016-05-18 00:00:00,44.81947073887249,45.6607450415015,44.78079438613659,45.40932846069336,3498500.0,,KDJ_MACDStrategy,347,736102.0,Broker,347,10502.09862614732,10502.09862614732,BuySell,347,,,Trades - Net Profit/Loss,347,,
