===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,KDJStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
357,,357,2016-06-02 00:00:00,46.30861863288075,46.58904339737229,46.086213929959385,46.54069519042969,1750900.0,,KDJStrategy,357,736117.0,Broker,357,609.1132275237906,12694.466594496967,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2016-06-03 00:00:00,46.50201796798743,46.52135798968307,45.863812006959265,46.3473014831543,2287000.0,,KDJStrategy,358,736118.0,Broker,358,609.1132275237906,12644.247505980802,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2016-06-06 00:00:00,46.34730528042173,46.82112294022318,46.2506088527531,46.81145477294922,2006600.0,,KDJStrategy,359,736121.0,Broker,359,609.1132275237906,12764.775497680597,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2016-06-07 00:00:00,46.492359730117585,46.927497400632774,46.30863132913915,46.753440856933594,2432500.0,,KDJStrategy,360,736122.0,Broker,360,609.1132275237906,12749.710860756246,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2016-06-08 00:00:00,46.77277190007926,46.975840287884324,46.61805541191906,46.85013198852539,1827200.0,,KDJStrategy,361,736123.0,Broker,361,12754.73060716123,12754.73060716123,BuySell,361,,47.68047789220258,Trades - Net Profit/Loss,361,220.9664498544872,
362,,362,2016-06-09 00:00:00,46.76309816245205,47.07253110190939,46.33762510414951,46.55036163330078,2121200.0,,KDJStrategy,362,736124.0,Broker,362,660.2463571237695,12699.709902752607,BuySell,362,45.64256072758727,,Trades - Net Profit/Loss,362,,
363,,363,2016-06-10 00:00:00,45.77678225435694,46.028195150701706,45.39966106547387,45.825130462646484,4378900.0,,KDJStrategy,363,736125.0,Broker,363,12499.636683003826,12499.636683003826,BuySell,363,,46.718618077962226,Trades - Net Profit/Loss,363,,-255.0939241574036
364,,364,2016-06-13 00:00:00,45.61239571179097,45.75744403109036,44.62608041999023,44.664756774902344,2829900.0,,KDJStrategy,364,736128.0,Broker,364,12499.636683003826,12499.636683003826,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2016-06-14 00:00:00,44.51004500662605,45.67042061781212,44.45202862374279,45.63174057006836,4244700.0,,KDJStrategy,365,736129.0,Broker,365,12499.636683003826,12499.636683003826,BuySell,365,,,Trades - Net Profit/Loss,365,,
366,,366,2016-06-15 00:00:00,45.63173565102961,46.13456515129698,45.57371927440044,45.66074752807617,3517900.0,,KDJStrategy,366,736130.0,Broker,366,12499.636683003826,12499.636683003826,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2016-06-16 00:00:00,45.44800803943845,45.796121031639736,45.02253865382118,45.69942092895508,2366900.0,,KDJStrategy,367,736131.0,Broker,367,680.3074286061583,12565.019784446204,BuySell,367,44.34720057401386,,Trades - Net Profit/Loss,367,,
368,,368,2016-06-17 00:00:00,45.651072137162885,45.699420343519975,44.906497955322266,44.906497955322266,4010000.0,,KDJStrategy,368,736132.0,Broker,368,680.3074286061583,12358.810137356506,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2016-06-20 00:00:00,45.45767740405161,45.74777403102364,45.28362459209297,45.36098098754883,2543500.0,,KDJStrategy,369,736135.0,Broker,369,12502.151323556269,12502.151323556269,BuySell,369,,46.43399064148899,Trades - Net Profit/Loss,369,2.5146405524436597,
370,,370,2016-06-21 00:00:00,45.57372663519863,45.80579955666232,45.138585296538494,45.72844314575195,2698500.0,,KDJStrategy,370,736136.0,Broker,370,12502.151323556269,12502.151323556269,BuySell,370,,,Trades - Net Profit/Loss,370,,
371,,371,2016-06-22 00:00:00,45.60272820313785,46.21192598875918,45.29329522698493,45.76711654663086,2640200.0,,KDJStrategy,371,736137.0,Broker,371,12502.151323556269,12502.151323556269,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2016-06-23 00:00:00,46.02820167154459,46.31829833984375,45.873485169860146,46.31829833984375,2291500.0,,KDJStrategy,372,736138.0,Broker,372,557.353255070153,12577.434432548907,BuySell,372,45.18538289231224,,Trades - Net Profit/Loss,372,,
373,,373,2016-06-24 00:00:00,44.70343683018554,45.79612408665805,44.655088619983815,44.97418975830078,6423700.0,,KDJStrategy,373,736139.0,Broker,373,557.353255070153,12228.624246497784,BuySell,373,,,Trades - Net Profit/Loss,373,,
374,,374,2016-06-27 00:00:00,44.77112376651933,45.05154854179851,43.784804814274295,43.92018127441406,5046800.0,,KDJStrategy,374,736142.0,Broker,374,557.353255070153,11955.098059393209,BuySell,374,,,Trades - Net Profit/Loss,374,,
375,,375,2016-06-28 00:00:00,44.477355874986905,44.98123550415038,44.26417347278965,44.98123550415039,3628500.0,,KDJStrategy,375,736143.0,Broker,375,12099.690675464204,12099.690675464204,BuySell,375,,45.655954036712636,Trades - Net Profit/Loss,375,,-402.4606480920645
376,,376,2016-06-29 00:00:00,45.42699046941313,45.91149334307357,45.23318858065623,45.77583312988281,3603900.0,,KDJStrategy,376,736144.0,Broker,376,12099.690675464204,12099.690675464204,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2016-06-30 00:00:00,45.72737787333729,46.05683996078858,45.51419913190181,45.989009857177734,3769000.0,,KDJStrategy,377,736145.0,Broker,377,617.1520662227194,12165.38872104604,BuySell,377,44.83148614492328,,Trades - Net Profit/Loss,377,,
378,,378,2016-07-01 00:00:00,46.027773889832666,46.492896213985865,45.88242154633195,45.97932434082031,2008300.0,,KDJStrategy,378,736146.0,Broker,378,617.1520662227194,12162.956604430201,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2016-07-05 00:00:00,45.71768946615293,46.15374277277703,45.38822737853288,46.02777099609375,2655400.0,,KDJStrategy,379,736150.0,Broker,379,617.1520662227194,12175.12197702617,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2016-07-06 00:00:00,45.746757453086644,46.647933034896084,45.55295557699991,46.599483489990234,3451600.0,,KDJStrategy,380,736151.0,Broker,380,617.1520662227194,12318.68391059551,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2016-07-07 00:00:00,46.60917960771449,46.677009721062674,45.98901645912311,46.21188735961914,2338000.0,,KDJStrategy,381,736152.0,Broker,381,617.1520662227194,12221.355182407626,BuySell,381,,,Trades - Net Profit/Loss,381,,
382,,382,2016-07-08 00:00:00,46.35723672767491,47.10337162289058,46.308787177900115,46.99678039550781,2852000.0,,KDJStrategy,382,736153.0,Broker,382,617.1520662227194,12418.44858701265,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2016-07-11 00:00:00,47.07430174300449,47.171200840723486,46.78359705692023,46.79328918457031,2011600.0,,KDJStrategy,383,736156.0,Broker,383,617.1520662227194,12367.35019049616,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2016-07-12 00:00:00,47.025835075365826,47.403746623653866,46.725445740297175,47.35529708862305,1824100.0,,KDJStrategy,384,736157.0,Broker,384,12425.744467484363,12425.744467484363,BuySell,384,,48.11480282300867,Trades - Net Profit/Loss,384,326.0537920201592,
385,,385,2016-07-13 00:00:00,47.54911036331048,47.75260067726778,47.42313858475733,47.66539001464844,2574300.0,,KDJStrategy,385,736158.0,Broker,385,572.9745602711391,12454.729993010897,BuySell,385,46.71179150598597,,Trades - Net Profit/Loss,385,,
386,,386,2016-07-14 00:00:00,48.082065532602925,48.508430439447096,47.839814088791904,48.430908203125,2617900.0,,KDJStrategy,386,736159.0,Broker,386,572.9745602711391,12645.55398274427,BuySell,386,,,Trades - Net Profit/Loss,386,,
387,,387,2016-07-15 00:00:00,48.52780915727737,48.7119189168613,47.98516461300285,48.14020538330078,2089100.0,,KDJStrategy,387,736160.0,Broker,387,572.9745602711391,12573.089248737107,BuySell,387,,,Trades - Net Profit/Loss,387,,
388,,388,2016-07-18 00:00:00,48.14989383645384,48.65377726427044,48.04330631020147,48.1789665222168,2756800.0,,KDJStrategy,388,736163.0,Broker,388,12575.504330851212,12575.504330851212,BuySell,388,,49.38358392323449,Trades - Net Profit/Loss,388,149.75986336685,
389,,389,2016-07-19 00:00:00,47.965785015958446,48.19834802429799,47.48128213700937,47.839813232421875,2305700.0,,KDJStrategy,389,736164.0,Broker,389,12575.504330851212,12575.504330851212,BuySell,389,,,Trades - Net Profit/Loss,389,,
390,,390,2016-07-20 00:00:00,47.98516921641071,48.77975370247318,47.9270275357974,48.692543029785156,2530800.0,,KDJStrategy,390,736165.0,Broker,390,12575.504330851212,12575.504330851212,BuySell,390,,,Trades - Net Profit/Loss,390,,
391,,391,2016-07-21 00:00:00,48.65377905259263,48.82820038772725,48.45997715839153,48.5859489440918,1710800.0,,KDJStrategy,391,736166.0,Broker,391,12575.504330851212,12575.504330851212,BuySell,391,,,Trades - Net Profit/Loss,391,,
392,,392,2016-07-22 00:00:00,48.615014070809025,48.79912751907641,48.32431310084252,48.70222473144531,1308000.0,,KDJStrategy,392,736167.0,Broker,392,621.6284343326824,12596.948434777238,BuySell,392,47.59944840432988,,Trades - Net Profit/Loss,392,,
393,,393,2016-07-25 00:00:00,48.63439572086863,48.682848964004336,48.18865397714252,48.44059753417969,2053700.0,,KDJStrategy,393,736170.0,Broker,393,621.6284343326824,12532.617299488209,BuySell,393,,,Trades - Net Profit/Loss,393,,
394,,394,2016-07-26 00:00:00,48.45029064142854,48.4987401927772,48.1498975087247,48.37276840209961,2582500.0,,KDJStrategy,394,736171.0,Broker,394,12535.000723689951,12535.000723689951,BuySell,394,,49.22622129566885,Trades - Net Profit/Loss,394,,-40.50360716126208
395,,395,2016-07-27 00:00:00,48.37276938257528,48.508433304150685,48.091760500471686,48.30493927001953,3930000.0,,KDJStrategy,395,736172.0,Broker,395,12535.000723689951,12535.000723689951,BuySell,395,,,Trades - Net Profit/Loss,395,,
396,,396,2016-07-28 00:00:00,48.30493645866923,48.6150180112956,48.033616024237084,48.50843048095703,2852900.0,,KDJStrategy,396,736173.0,Broker,396,12535.000723689951,12535.000723689951,BuySell,396,,,Trades - Net Profit/Loss,396,,
397,,397,2016-07-29 00:00:00,48.44059367772446,49.01230715445387,48.4212131213058,48.90571594238281,3501500.0,,KDJStrategy,397,736174.0,Broker,397,12535.000723689951,12535.000723689951,BuySell,397,,,Trades - Net Profit/Loss,397,,
398,,398,2016-08-01 00:00:00,48.90572073087515,49.167352723449426,48.80881793929383,48.837890625,3715300.0,,KDJStrategy,398,736177.0,Broker,398,626.7488702151204,12518.484496714089,BuySell,398,48.07668567020443,,Trades - Net Profit/Loss,398,,
399,,399,2016-08-02 00:00:00,48.66346939167927,48.69253838097868,47.762293758761984,48.1789665222168,5500500.0,,KDJStrategy,399,736178.0,Broker,399,626.7488702151204,12358.04040037929,BuySell,399,,,Trades - Net Profit/Loss,399,,
400,,400,2016-08-03 00:00:00,50.533651433287304,50.562720422972,49.14797291254196,49.62278366088867,5425500.0,,KDJStrategy,400,736179.0,Broker,400,12931.392158364983,12931.392158364983,BuySell,400,,51.32116122931657,Trades - Net Profit/Loss,400,396.39143467503067,
401,,401,2016-08-04 00:00:00,49.932861372349684,50.37860679325505,49.6033992941831,49.81658172607422,4520300.0,,KDJStrategy,401,736180.0,Broker,401,12931.392158364983,12931.392158364983,BuySell,401,,,Trades - Net Profit/Loss,401,,
402,,402,2016-08-05 00:00:00,50.136355413518345,50.136355413518345,49.43867014238774,49.506500244140625,4222000.0,,KDJStrategy,402,736181.0,Broker,402,12931.392158364983,12931.392158364983,BuySell,402,,,Trades - Net Profit/Loss,402,,
403,,403,2016-08-08 00:00:00,49.438665352077265,49.47742646259842,48.91540144943045,49.22548294067383,5174600.0,,KDJStrategy,403,736184.0,Broker,403,663.4025411213152,12878.49187088652,BuySell,403,48.18167042768899,,Trades - Net Profit/Loss,403,,
404,,404,2016-08-09 00:00:00,49.25456802832091,49.399916684692094,49.07045455520131,49.35146713256836,3666700.0,,KDJStrategy,404,736185.0,Broker,404,663.4025411213152,12909.754299738355,BuySell,404,,,Trades - Net Profit/Loss,404,,
405,,405,2016-08-10 00:00:00,49.196429908382,50.38830671991191,49.04138911248699,50.20419692993164,5086400.0,,KDJStrategy,405,736186.0,Broker,405,12871.282487381377,12871.282487381377,BuySell,405,,51.144131320710585,Trades - Net Profit/Loss,405,,-60.10967098360503
406,,406,2016-08-11 00:00:00,50.281713445757994,50.54334547133487,50.03946198094208,50.45613479614258,3056900.0,,KDJStrategy,406,736187.0,Broker,406,624.6842262336704,12913.764496444795,BuySell,406,49.288870051227946,,Trades - Net Profit/Loss,406,,
407,,407,2016-08-12 00:00:00,50.32045839037186,50.4851875591872,50.09758755796491,50.3689079284668,1980700.0,,KDJStrategy,407,736188.0,Broker,407,624.6842262336704,12892.519548076918,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,,408,2016-08-15 00:00:00,50.5433368819489,50.853418408500595,50.46581834854267,50.75651931762695,2280700.0,,KDJStrategy,408,736191.0,Broker,408,624.6842262336704,12986.926055715337,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,,409,2016-08-16 00:00:00,50.54333593048476,50.83403689409668,50.33015349881981,50.47550582885742,2696900.0,,KDJStrategy,409,736192.0,Broker,409,624.6842262336704,12918.482499060561,BuySell,409,,,Trades - Net Profit/Loss,409,,
410,,410,2016-08-17 00:00:00,50.67900085449219,50.746830962437905,50.087906745424945,50.67900085449219,3027600.0,,KDJStrategy,410,736193.0,Broker,410,12968.045683294114,12968.045683294114,BuySell,410,,51.50803342687447,Trades - Net Profit/Loss,410,96.7631959127384,
411,,411,2016-08-18 00:00:00,50.77590657002812,51.008465897373746,50.47551343437084,50.669315338134766,1842500.0,,KDJStrategy,411,736194.0,Broker,411,12968.045683294114,12968.045683294114,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,,412,2016-08-19 00:00:00,50.446437768970036,50.97939016146825,50.446437768970036,50.91156005859375,2713900.0,,KDJStrategy,412,736195.0,Broker,412,12968.045683294114,12968.045683294114,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,,413,2016-08-22 00:00:00,50.388293294896954,50.64992526134988,49.52587886647609,49.64215850830078,5297800.0,,KDJStrategy,413,736198.0,Broker,413,775.0230344214615,12787.495048271905,BuySell,413,48.78299068347895,,Trades - Net Profit/Loss,413,,
414,,414,2016-08-23 00:00:00,49.79719736344158,50.03944876427285,49.64215661476809,49.661537170410156,3518500.0,,KDJStrategy,414,736199.0,Broker,414,12825.011545628218,12825.011545628218,BuySell,414,,50.79004049573694,Trades - Net Profit/Loss,414,,-143.03413766589728
415,,415,2016-08-24 00:00:00,49.67123143844413,49.82627220534139,48.99293039355829,49.060760498046875,3262800.0,,KDJStrategy,415,736200.0,Broker,415,12825.011545628218,12825.011545628218,BuySell,415,,,Trades - Net Profit/Loss,415,,
416,,416,2016-08-25 00:00:00,49.05106457082802,49.44835673625265,48.79912473031177,48.90571594238281,2919300.0,,KDJStrategy,416,736201.0,Broker,416,12825.011545628218,12825.011545628218,BuySell,416,,,Trades - Net Profit/Loss,416,,
417,,417,2016-08-26 00:00:00,49.08982652915602,49.5743293585778,48.90571678470251,49.18672561645508,2707100.0,,KDJStrategy,417,736202.0,Broker,417,12825.011545628218,12825.011545628218,BuySell,417,,,Trades - Net Profit/Loss,417,,
418,,418,2016-08-29 00:00:00,49.18672561645508,49.38052748751644,48.85726354458974,49.18672561645508,2370700.0,,KDJStrategy,418,736205.0,Broker,418,12825.011545628218,12825.011545628218,BuySell,418,,,Trades - Net Profit/Loss,418,,
419,,419,2016-08-30 00:00:00,49.10920999567667,49.32239243612175,48.808816892909825,49.177040100097656,2878600.0,,KDJStrategy,419,736206.0,Broker,419,660.4515259731688,12841.813350756851,BuySell,419,48.07668463951617,,Trades - Net Profit/Loss,419,,
420,,420,2016-08-31 00:00:00,49.167346841924896,49.593707984489704,48.91540331041512,49.51618576049805,3446700.0,,KDJStrategy,420,736207.0,Broker,420,660.4515259731688,12925.821172135149,BuySell,420,,,Trades - Net Profit/Loss,420,,
421,,421,2016-09-01 00:00:00,49.564636201360926,49.564636201360926,49.051060737559496,49.525875091552734,2695000.0,,KDJStrategy,421,736208.0,Broker,421,660.4515259731688,12928.221260614997,BuySell,421,,,Trades - Net Profit/Loss,421,,
422,,422,2016-09-02 00:00:00,49.74876400804358,49.80690569388584,49.49682409565558,49.671241760253906,2226500.0,,KDJStrategy,422,736209.0,Broker,422,660.4515259731688,12964.229202229786,BuySell,422,,,Trades - Net Profit/Loss,422,,
423,,423,2016-09-06 00:00:00,49.81658559402457,50.10728658051604,49.574334155871085,49.7003059387207,3957400.0,,KDJStrategy,423,736213.0,Broker,423,660.4515259731688,12971.428522752605,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,,424,2016-09-07 00:00:00,49.845653516584825,50.43674760445872,49.797203969284105,50.427059173583984,3766400.0,,KDJStrategy,424,736214.0,Broker,424,660.4515259731688,13151.448387575336,BuySell,424,,,Trades - Net Profit/Loss,424,,
425,,425,2016-09-08 00:00:00,50.417364211038006,50.485194312737306,49.709990510128655,49.81658172607422,5517300.0,,KDJStrategy,425,736215.0,Broker,425,660.4515259731688,13000.230529427503,BuySell,425,,,Trades - Net Profit/Loss,425,,
426,,426,2016-09-09 00:00:00,49.642166307525606,49.642166307525606,48.818512862464104,48.82820129394531,3173300.0,,KDJStrategy,426,736216.0,Broker,426,660.4515259731688,12755.404495981982,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,,427,2016-09-12 00:00:00,48.634395563043206,49.74875361520571,48.51811591211449,49.56464385986328,5678000.0,,KDJStrategy,427,736219.0,Broker,427,12707.397992804283,12707.397992804283,BuySell,427,,50.49498491943379,Trades - Net Profit/Loss,427,,-117.61355282393527
428,,428,2016-09-13 00:00:00,49.15766055112944,49.34177031027038,48.63439656645915,48.76036834716797,3880000.0,,KDJStrategy,428,736220.0,Broker,428,12707.397992804283,12707.397992804283,BuySell,428,,,Trades - Net Profit/Loss,428,,
429,,429,2016-09-14 00:00:00,48.857266442084686,49.254562334377,48.78943633766001,48.983238220214844,3544600.0,,KDJStrategy,429,736221.0,Broker,429,12707.397992804283,12707.397992804283,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,,430,2016-09-15 00:00:00,49.138287607445164,49.35147008530108,48.644096231873114,49.147979736328125,3331000.0,,KDJStrategy,430,736222.0,Broker,430,12707.397992804283,12707.397992804283,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,,431,2016-09-16 00:00:00,49.29332357232593,49.29332357232593,48.740990566958274,48.944480895996094,8679600.0,,KDJStrategy,431,736223.0,Broker,431,12707.397992804283,12707.397992804283,BuySell,431,,,Trades - Net Profit/Loss,431,,
432,,432,2016-09-19 00:00:00,49.08014201439877,49.264251773539705,48.71191879965336,48.76036834716797,2429000.0,,KDJStrategy,432,736226.0,Broker,432,12707.397992804283,12707.397992804283,BuySell,432,,,Trades - Net Profit/Loss,432,,
433,,433,2016-09-20 00:00:00,49.08014575255137,49.17704485496084,48.944481834128766,49.03169250488281,1722800.0,,KDJStrategy,433,736227.0,Broker,433,12707.397992804283,12707.397992804283,BuySell,433,,,Trades - Net Profit/Loss,433,,
434,,434,2016-09-21 00:00:00,49.03168304043083,49.53556640791724,48.8572617325908,49.4774284362793,2487000.0,,KDJStrategy,434,736228.0,Broker,434,12707.397992804283,12707.397992804283,BuySell,434,,,Trades - Net Profit/Loss,434,,
435,,435,2016-09-22 00:00:00,49.61308576389083,50.21386818035097,49.56463622483908,50.02975845336914,3172900.0,,KDJStrategy,435,736229.0,Broker,435,602.2707851201667,12809.062217724835,BuySell,435,48.821166681466494,,Trades - Net Profit/Loss,435,,
436,,436,2016-09-23 00:00:00,50.02976983665054,50.1654300554474,49.73906883973387,49.91348648071289,2560500.0,,KDJStrategy,436,736230.0,Broker,436,602.2707851201667,12780.692947843285,BuySell,436,,,Trades - Net Profit/Loss,436,,
437,,437,2016-09-26 00:00:00,49.8068971194613,49.8068971194613,49.47743501600163,49.62278366088867,3267000.0,,KDJStrategy,437,736233.0,Broker,437,602.2707851201667,12709.764188637466,BuySell,437,,,Trades - Net Profit/Loss,437,,
438,,438,2016-09-27 00:00:00,49.61308946818209,50.272013598579704,49.31269638929215,50.26232147216797,3203400.0,,KDJStrategy,438,736234.0,Broker,438,602.2707851201667,12865.805411239555,BuySell,438,,,Trades - Net Profit/Loss,438,,
439,,439,2016-09-28 00:00:00,50.36891655539357,50.553026310272806,49.63247383941315,50.14604568481445,2842300.0,,KDJStrategy,439,736235.0,Broker,439,602.2707851201667,12837.43521060768,BuySell,439,,,Trades - Net Profit/Loss,439,,
440,,440,2016-09-29 00:00:00,50.1363563968753,50.30108559108802,49.3514604514587,49.43867111206055,2877900.0,,KDJStrategy,440,736236.0,Broker,440,602.2707851201667,12664.842454990383,BuySell,440,,,Trades - Net Profit/Loss,440,,
441,,441,2016-09-30 00:00:00,49.55494214666494,50.50456712122271,49.37083242693711,50.39797592163086,3971600.0,,KDJStrategy,441,736237.0,Broker,441,12693.211495996085,12693.211495996085,BuySell,441,,51.26213562804105,Trades - Net Profit/Loss,441,,-14.186496808197427
442,,442,2016-10-03 00:00:00,50.15573499916639,50.80497076095568,50.02976691561762,50.73714065551758,2412700.0,,KDJStrategy,442,736240.0,Broker,442,12693.211495996085,12693.211495996085,BuySell,442,,,Trades - Net Profit/Loss,442,,
443,,443,2016-10-04 00:00:00,50.80496601266681,50.9793873236242,50.17511086793588,50.68868637084961,3189800.0,,KDJStrategy,443,736241.0,Broker,443,618.5407164008975,12665.575646521018,BuySell,443,49.42248420491684,,Trades - Net Profit/Loss,443,,
444,,444,2016-10-05 00:00:00,50.68869303724759,50.7952805666612,50.339850369454254,50.562721252441406,2607500.0,,KDJStrategy,444,736242.0,Broker,444,618.5407164008975,12635.637877561336,BuySell,444,,,Trades - Net Profit/Loss,444,,
445,,445,2016-10-06 00:00:00,50.330157418282866,50.40767965273019,49.806897121617816,50.04914855957031,2702500.0,,KDJStrategy,445,736243.0,Broker,445,618.5407164008975,12513.578526389592,BuySell,445,,,Trades - Net Profit/Loss,445,,
446,,446,2016-10-07 00:00:00,50.46582503161131,50.591793127136015,49.952249431872,50.242950439453125,3323600.0,,KDJStrategy,446,736244.0,Broker,446,12612.608830243034,12612.608830243034,BuySell,446,,51.35067002404305,Trades - Net Profit/Loss,446,,-80.60266575305094
447,,447,2016-10-10 00:00:00,50.38829506919415,51.49296094658467,50.38829506919415,51.056907653808594,3118800.0,,KDJStrategy,447,736247.0,Broker,447,12612.608830243034,12612.608830243034,BuySell,447,,,Trades - Net Profit/Loss,447,,
448,,448,2016-10-11 00:00:00,50.68868735388833,50.727444770936934,48.673153808831316,49.38052749633789,7512200.0,,KDJStrategy,448,736248.0,Broker,448,12612.608830243034,12612.608830243034,BuySell,448,,,Trades - Net Profit/Loss,448,,
449,,449,2016-10-12 00:00:00,49.44835942755452,49.9716233899483,49.215800130799536,49.826271057128906,4602000.0,,KDJStrategy,449,736249.0,Broker,449,12612.608830243034,12612.608830243034,BuySell,449,,,Trades - Net Profit/Loss,449,,
450,,450,2016-10-13 00:00:00,49.545262330180954,49.613092433264235,49.080140039125574,49.43867111206055,2812200.0,,KDJStrategy,450,736250.0,Broker,450,12612.608830243034,12612.608830243034,BuySell,450,,,Trades - Net Profit/Loss,450,,
451,,451,2016-10-14 00:00:00,49.57433918808612,49.58402762015174,48.62471389770508,48.62471389770508,2485400.0,,KDJStrategy,451,736251.0,Broker,451,12612.608830243034,12612.608830243034,BuySell,451,,,Trades - Net Profit/Loss,451,,
452,,452,2016-10-17 00:00:00,48.59564585363403,48.73130608398456,48.32432169646892,48.47936248779297,2644600.0,,KDJStrategy,452,736254.0,Broker,452,12612.608830243034,12612.608830243034,BuySell,452,,,Trades - Net Profit/Loss,452,,
453,,453,2016-10-18 00:00:00,49.002614054611854,49.545258534165626,48.94447238651081,49.4774284362793,2032600.0,,KDJStrategy,453,736255.0,Broker,453,12612.608830243034,12612.608830243034,BuySell,453,,,Trades - Net Profit/Loss,453,,
454,,454,2016-10-19 00:00:00,49.797195467284354,49.797195467284354,49.24486259013761,49.525875091552734,1605200.0,,KDJStrategy,454,736256.0,Broker,454,12612.608830243034,12612.608830243034,BuySell,454,,,Trades - Net Profit/Loss,454,,
455,,455,2016-10-20 00:00:00,49.49681271559795,49.8165826730499,49.39022149762617,49.709991455078125,1497800.0,,KDJStrategy,455,736257.0,Broker,455,637.6616097645401,12664.183952230613,BuySell,455,48.649368175161776,,Trades - Net Profit/Loss,455,,
456,,456,2016-10-21 00:00:00,49.399917584613696,49.58402736462335,49.12859713060705,49.36115646362305,2032200.0,,KDJStrategy,456,736258.0,Broker,456,637.6616097645401,12579.789010775843,BuySell,456,,,Trades - Net Profit/Loss,456,,
457,,457,2016-10-24 00:00:00,49.477433128154225,49.603401209623875,49.2351816994555,49.448360443115234,1674000.0,,KDJStrategy,457,736261.0,Broker,457,637.6616097645401,12600.886592509738,BuySell,457,,,Trades - Net Profit/Loss,457,,
458,,458,2016-10-25 00:00:00,48.89602770865486,48.89602770865486,48.10144331454711,48.44059753417969,3556800.0,,KDJStrategy,458,736262.0,Broker,458,637.6616097645401,12357.074779522916,BuySell,458,,,Trades - Net Profit/Loss,458,,
459,,459,2016-10-26 00:00:00,48.023930722300406,48.10144926727649,47.219654101447965,47.25841522216797,3930100.0,,KDJStrategy,459,736263.0,Broker,459,12256.269034525783,12256.269034525783,BuySell,459,,48.822971006285634,Trades - Net Profit/Loss,459,,-356.33979571725126
460,,460,2016-10-27 00:00:00,47.597565787308206,47.72353758141626,47.15182398841992,47.25841522216797,2564500.0,,KDJStrategy,460,736264.0,Broker,460,12256.269034525783,12256.269034525783,BuySell,460,,,Trades - Net Profit/Loss,460,,
461,,461,2016-10-28 00:00:00,46.98708628106252,47.20995714024136,46.41537279135567,47.05491638183594,3621800.0,,KDJStrategy,461,736265.0,Broker,461,12256.269034525783,12256.269034525783,BuySell,461,,,Trades - Net Profit/Loss,461,,
462,,462,2016-10-31 00:00:00,47.18089222221905,47.26810289420505,46.27971651051838,46.318477630615234,4635800.0,,KDJStrategy,462,736268.0,Broker,462,12256.269034525783,12256.269034525783,BuySell,462,,,Trades - Net Profit/Loss,462,,
463,,463,2016-11-01 00:00:00,46.22623871982088,46.50781089747842,45.49803711101166,45.87670135498047,8722800.0,,KDJStrategy,463,736269.0,Broker,463,12256.269034525783,12256.269034525783,BuySell,463,,,Trades - Net Profit/Loss,463,,
464,,464,2016-11-02 00:00:00,49.43032739053523,49.498292580925515,47.4107834261202,48.65357971191406,8106200.0,,KDJStrategy,464,736270.0,Broker,464,12256.269034525783,12256.269034525783,BuySell,464,,,Trades - Net Profit/Loss,464,,
465,,465,2016-11-03 00:00:00,48.71182905783842,48.76037879270974,47.29426420986012,47.52729034423828,4550200.0,,KDJStrategy,465,736271.0,Broker,465,12256.269034525783,12256.269034525783,BuySell,465,,,Trades - Net Profit/Loss,465,,
466,,466,2016-11-04 00:00:00,47.634104678982915,48.76038989326167,47.54672032167571,48.488525390625,4234200.0,,KDJStrategy,466,736272.0,Broker,466,12256.269034525783,12256.269034525783,BuySell,466,,,Trades - Net Profit/Loss,466,,
467,,467,2016-11-07 00:00:00,49.14875331313792,49.36236030549438,48.37200566433026,48.5273551940918,9364500.0,,KDJStrategy,467,736275.0,Broker,467,12256.269034525783,12256.269034525783,BuySell,467,,,Trades - Net Profit/Loss,467,,
468,,468,2016-11-08 00:00:00,48.27490869113502,49.47886649847616,47.91565993071304,48.86717987060547,3852200.0,,KDJStrategy,468,736276.0,Broker,468,12256.269034525783,12256.269034525783,BuySell,468,,,Trades - Net Profit/Loss,468,,
